Year,Senator,State,Party,Age
1997,Connie Mack III,Florida,Republican,57
1997,Bob Kerrey,Nebraska,Democratic,54
1997,Richard Bryan,Nevada,Democratic,60
1997,Joe Lieberman,Connecticut,Democratic,55
1997,Conrad Burns,Montana,Republican,62
1997,Trent Lott,Mississippi,Republican,56
1997,Herb Kohl,Wisconsin,Democratic,62
1997,Daniel Akaka,Hawaii,Democratic,73
1997,Hank Brown,Colorado,Republican,57
1997,Paul Wellstone,Minnesota,Democratic,53
1997,Bob Smith,New Hampshire,Republican,56
1997,Larry Craig,Idaho,Republican,52
1997,Byron Dorgan,North Dakota,Democratic,55
1997,Carol Moseley-Braun,Illinois,Democratic,50
1997,Dirk Kempthorne,Idaho,Republican,46
1997,Lauch Faircloth,North Carolina,Republican,69
1997,Paul Coverdell,Georgia,Republican,58
1997,Judd Gregg,New Hampshire,Republican,50
1997,Russ Feingold,Wisconsin,Democratic,44
1997,Bob Bennett,Utah,Republican,64
1997,Kay Bailey Hutchison,Texas,Republican,54
1997,Barbara Boxer,California,Democratic,57
1997,Fred Thompson,Tennessee,Republican,55
1997,Spencer Abraham,Michigan,Republican,45
1997,Rod Grams,Minnesota,Republican,49
1997,John Ashcroft,Missouri,Republican,55
1997,Ben Nighthorse Campbell,Colorado,Republican,64
1997,Bill Frist,Tennessee,Republican,45
1997,Rick Santorum,Pennsylvania,Republican,39
1997,Mike DeWine,Ohio,Republican,50
1997,Craig Thomas,Wyoming,Republican,64
1997,Jon Kyl,Arizona,Republican,55
1997,Olympia Snowe,Maine,Republican,50
1997,Sam Brownback,Kansas,Republican,41
1997,Tim Hutchinson,Arkansas,Republican,48
1997,Robert Torricelli,New Jersey,Democratic,46
1997,Max Cleland,Georgia,Democratic,55
1997,Wayne Allard,Colorado,Republican,54
1997,Gordon Smith,Oregon,Republican,45
1997,Chuck Hagel,Nebraska,Republican,51
1997,Mary Landrieu,Louisiana,Democratic,42
1997,Tim Johnson,South Dakota,Democratic,51
1997,Jeff Sessions,Alabama,Republican,51
1997,Mike Enzi,Wyoming,Republican,53
1997,Pat Roberts,Kansas,Republican,48
1998,Robert C. Byrd,West Virginia,Democratic,81
1998,Ted Kennedy,Massachusetts,Democratic,66
1998,Daniel Inouye,Hawaii,Democratic,74
1998,Strom Thurmond,South Carolina,Republican,96
1998,Fritz Hollings,South Carolina,Democratic,76
1998,Ted Stevens,Alaska,Republican,75
1998,William V. Roth Jr.,Delaware,Republican,77
1998,Jesse Helms,North Carolina,Republican,77
1998,Pete Domenici,New Mexico,Republican,66
1998,Joe Biden,Delaware,Democratic,56
1998,Wendell H. Ford,Kentucky,Democratic,74
1998,John Glenn,Ohio,Democratic,77
1998,Dale Bumpers,Arkansas,Democratic,73
1998,John Chafee,Rhode Island,Republican,76
1998,Daniel Patrick Moynihan,New York,Democratic,71
1998,Paul Sarbanes,Maryland,Democratic,65
1998,Richard Lugar,Indiana,Republican,66
1998,Orrin Hatch,Utah,Republican,64
1998,Max Baucus,Montana,Democratic,57
1998,Thad Cochran,Mississippi,Republican,61
1998,John Warner,Virginia,Republican,71
1998,Carl Levin,Michigan,Democratic,64
1998,Alfonse M. D'Amato,New York,Republican,61
1998,Frank Murkowski,Alaska,Republican,65
1998,Don Nickles,Oklahoma,Republican,50
1998,Arlen Specter,Pennsylvania,Republican,68
1998,Christopher Dodd,Connecticut,Democratic,54
1998,Frank Lautenberg,New Jersey,Democratic,74
1998,Jeff Bingaman,New Mexico,Democratic,55
1998,Phil Gramm,Texas,Republican,56
1998,John Kerry,Massachusetts,Democratic,55
1998,Tom Harkin,Iowa,Democratic,59
1998,Jay Rockefeller,West Virginia,Democratic,61
1998,Bob Graham,Florida,Democratic,62
1998,John Breaux,Louisiana,Democratic,54
1998,Tom Daschle,South Dakota,Democratic,51
1998,Kit Bond,Missouri,Republican,59
1998,Barbara Mikulski,Maryland,Democratic,62
1998,Harry Reid,Nevada,Democratic,59
1998,John McCain,Arizona,Republican,62
1998,Daniel R. Coats,Indiana,Republican,55
1998,Jim Jeffords,Vermont,Republican,64
1998,Chuck Robb,Virginia,Democratic,59
1998,Connie Mack III,Florida,Republican,58
1998,Bob Kerrey,Nebraska,Democratic,55
1998,Richard Bryan,Nevada,Democratic,61
1998,Joe Lieberman,Connecticut,Democratic,56
1998,Conrad Burns,Montana,Republican,63
1998,Trent Lott,Mississippi,Republican,57
1998,Herb Kohl,Wisconsin,Democratic,63
1998,Daniel Akaka,Hawaii,Democratic,74
1998,Paul Wellstone,Minnesota,Democratic,54
1998,Bob Smith,New Hampshire,Republican,57
1998,Larry Craig,Idaho,Republican,53
1998,Byron Dorgan,North Dakota,Democratic,56
1998,Carol Moseley-Braun,Illinois,Democratic,51
1998,Dirk Kempthorne,Idaho,Republican,47
1998,Lauch Faircloth,North Carolina,Republican,70
1998,Paul Coverdell,Georgia,Republican,59
1998,Judd Gregg,New Hampshire,Republican,51
1998,Russ Feingold,Wisconsin,Democratic,45
1998,Bob Bennett,Utah,Republican,65
1998,Kay Bailey Hutchison,Texas,Republican,55
1998,Barbara Boxer,California,Democratic,58
1998,Fred Thompson,Tennessee,Republican,56
1998,Spencer Abraham,Michigan,Republican,46
1998,Rod Grams,Minnesota,Republican,50
1998,John Ashcroft,Missouri,Republican,56
1998,Ben Nighthorse Campbell,Colorado,Republican,65
1998,Bill Frist,Tennessee,Republican,46
1998,Rick Santorum,Pennsylvania,Republican,40
1998,Mike DeWine,Ohio,Republican,51
1998,Craig Thomas,Wyoming,Republican,65
1998,Jon Kyl,Arizona,Republican,56
1998,Olympia Snowe,Maine,Republican,51
1998,Sam Brownback,Kansas,Republican,42
1998,Tim Hutchinson,Arkansas,Republican,49
1998,Robert Torricelli,New Jersey,Democratic,47
1998,Max Cleland,Georgia,Democratic,56
1998,Wayne Allard,Colorado,Republican,55
1998,Gordon Smith,Oregon,Republican,46
1998,Chuck Hagel,Nebraska,Republican,52
1998,Mary Landrieu,Louisiana,Democratic,43
1998,Tim Johnson,South Dakota,Democratic,52
1998,Jeff Sessions,Alabama,Republican,52
1998,Mike Enzi,Wyoming,Republican,54
1998,Pat Roberts,Kansas,Republican,49
1999,Robert C. Byrd,West Virginia,Democratic,82
1999,Ted Kennedy,Massachusetts,Democratic,67
1999,Daniel Inouye,Hawaii,Democratic,75
1999,Strom Thurmond,South Carolina,Republican,97
1999,Fritz Hollings,South Carolina,Democratic,77
1999,Ted Stevens,Alaska,Republican,76
1999,William V. Roth Jr.,Delaware,Republican,78
1999,Jesse Helms,North Carolina,Republican,78
1999,Pete Domenici,New Mexico,Republican,67
1999,Joe Biden,Delaware,Democratic,57
1999,Wendell H. Ford,Kentucky,Democratic,75
1999,John Glenn,Ohio,Democratic,78
1999,Dale Bumpers,Arkansas,Democratic,74
1999,John Chafee,Rhode Island,Republican,77
1999,Daniel Patrick Moynihan,New York,Democratic,72
1999,Paul Sarbanes,Maryland,Democratic,66
1999,Richard Lugar,Indiana,Republican,67
1999,Orrin Hatch,Utah,Republican,65
1999,Max Baucus,Montana,Democratic,58
1999,Thad Cochran,Mississippi,Republican,62
1999,John Warner,Virginia,Republican,72
1999,Carl Levin,Michigan,Democratic,65
1999,Alfonse M. D'Amato,New York,Republican,62
1999,Frank Murkowski,Alaska,Republican,66
1999,Don Nickles,Oklahoma,Republican,51
1999,Arlen Specter,Pennsylvania,Republican,69
1999,Christopher Dodd,Connecticut,Democratic,55
1999,Frank Lautenberg,New Jersey,Democratic,75
1999,Jeff Bingaman,New Mexico,Democratic,56
1999,Phil Gramm,Texas,Republican,57
1999,John Kerry,Massachusetts,Democratic,56
1999,Tom Harkin,Iowa,Democratic,60
1999,Jay Rockefeller,West Virginia,Democratic,62
1999,Bob Graham,Florida,Democratic,63
1999,John Breaux,Louisiana,Democratic,55
1999,Tom Daschle,South Dakota,Democratic,52
1999,Kit Bond,Missouri,Republican,60
1999,Barbara Mikulski,Maryland,Democratic,63
1999,Harry Reid,Nevada,Democratic,60
1999,John McCain,Arizona,Republican,63
1999,Daniel R. Coats,Indiana,Republican,56
1999,Jim Jeffords,Vermont,Republican,65
1999,Chuck Robb,Virginia,Democratic,60
1999,Connie Mack III,Florida,Republican,59
1999,Bob Kerrey,Nebraska,Democratic,56
1999,Richard Bryan,Nevada,Democratic,62
1999,Joe Lieberman,Connecticut,Democratic,57
1999,Conrad Burns,Montana,Republican,64
1999,Trent Lott,Mississippi,Republican,58
1999,Herb Kohl,Wisconsin,Democratic,64
1999,Daniel Akaka,Hawaii,Democratic,75
1999,Paul Wellstone,Minnesota,Democratic,55
1999,Bob Smith,New Hampshire,Republican,58
1999,Larry Craig,Idaho,Republican,54
1999,Byron Dorgan,North Dakota,Democratic,57
1999,Carol Moseley-Braun,Illinois,Democratic,52
1999,Dirk Kempthorne,Idaho,Republican,48
1999,Lauch Faircloth,North Carolina,Republican,71
1999,Paul Coverdell,Georgia,Republican,60
1999,Judd Gregg,New Hampshire,Republican,52
1999,Russ Feingold,Wisconsin,Democratic,46
1999,Bob Bennett,Utah,Republican,66
1999,Kay Bailey Hutchison,Texas,Republican,56
1999,Barbara Boxer,California,Democratic,59
1999,Fred Thompson,Tennessee,Republican,57
1999,Spencer Abraham,Michigan,Republican,47
1999,Rod Grams,Minnesota,Republican,51
1999,John Ashcroft,Missouri,Republican,57
1999,Ben Nighthorse Campbell,Colorado,Republican,66
1999,Bill Frist,Tennessee,Republican,47
1999,Rick Santorum,Pennsylvania,Republican,41
1999,Mike DeWine,Ohio,Republican,52
1999,Craig Thomas,Wyoming,Republican,66
1999,Jon Kyl,Arizona,Republican,57
1999,Olympia Snowe,Maine,Republican,52
1999,Sam Brownback,Kansas,Republican,43
1999,Tim Hutchinson,Arkansas,Republican,50
1999,Robert Torricelli,New Jersey,Democratic,48
1999,Max Cleland,Georgia,Democratic,57
1999,Wayne Allard,Colorado,Republican,56
1999,Gordon Smith,Oregon,Republican,47
1999,Chuck Hagel,Nebraska,Republican,53
1999,Mary Landrieu,Louisiana,Democratic,44
1999,Tim Johnson,South Dakota,Democratic,53
1999,Jeff Sessions,Alabama,Republican,53
1999,Mike Enzi,Wyoming,Republican,55
1999,Pat Roberts,Kansas,Republican,50
1999,Peter Fitzgerald,Illinois,Republican,39
1999,John Edwards (1999),North Carolina,Democratic,46
1999,Lincoln Chafee,Rhode Island,Republican,46
1999,Blanche Lincoln,Arkansas,Democratic,39
1999,Evan Bayh,Indiana,Democratic,44
1999,Jim Bunning,Kentucky,Republican,68
1999,George Voinovich,Ohio,Republican,63
2000,Robert C. Byrd,West Virginia,Democratic,83
2000,Ted Kennedy,Massachusetts,Democratic,68
2000,Daniel Inouye,Hawaii,Democratic,76
2000,Strom Thurmond,South Carolina,Republican,98
2000,Fritz Hollings,South Carolina,Democratic,78
2000,Ted Stevens,Alaska,Republican,77
2000,William V. Roth Jr.,Delaware,Republican,79
2000,Jesse Helms,North Carolina,Republican,79
2000,Pete Domenici,New Mexico,Republican,68
2000,Joe Biden,Delaware,Democratic,58
2000,Daniel Patrick Moynihan,New York,Democratic,73
2000,Paul Sarbanes,Maryland,Democratic,67
2000,Richard Lugar,Indiana,Republican,68
2000,Orrin Hatch,Utah,Republican,66
2000,Max Baucus,Montana,Democratic,59
2000,Thad Cochran,Mississippi,Republican,63
2000,John Warner,Virginia,Republican,73
2000,Carl Levin,Michigan,Democratic,66
2000,Frank Murkowski,Alaska,Republican,67
2000,Don Nickles,Oklahoma,Republican,52
2000,Arlen Specter,Pennsylvania,Republican,70
2000,Christopher Dodd,Connecticut,Democratic,56
2000,Frank Lautenberg,New Jersey,Democratic,76
2000,Jeff Bingaman,New Mexico,Democratic,57
2000,Phil Gramm,Texas,Republican,58
2000,John Kerry,Massachusetts,Democratic,57
2000,Tom Harkin,Iowa,Democratic,61
2000,Jay Rockefeller,West Virginia,Democratic,63
2000,Bob Graham,Florida,Democratic,64
2000,John Breaux,Louisiana,Democratic,56
2000,Tom Daschle,South Dakota,Democratic,53
2000,Kit Bond,Missouri,Republican,61
2000,Barbara Mikulski,Maryland,Democratic,64
2000,Harry Reid,Nevada,Democratic,61
2000,John McCain,Arizona,Republican,64
2000,Jim Jeffords,Vermont,Republican,66
2000,Chuck Robb,Virginia,Democratic,61
2000,Connie Mack III,Florida,Republican,60
2000,Bob Kerrey,Nebraska,Democratic,57
2000,Richard Bryan,Nevada,Democratic,63
2000,Joe Lieberman,Connecticut,Democratic,58
2000,Conrad Burns,Montana,Republican,65
2000,Trent Lott,Mississippi,Republican,59
2000,Herb Kohl,Wisconsin,Democratic,65
2000,Daniel Akaka,Hawaii,Democratic,76
2000,Paul Wellstone,Minnesota,Democratic,56
2000,Bob Smith,New Hampshire,Republican,59
2000,Larry Craig,Idaho,Republican,55
2000,Byron Dorgan,North Dakota,Democratic,58
2000,Paul Coverdell,Georgia,Republican,61
2000,Judd Gregg,New Hampshire,Republican,53
2000,Russ Feingold,Wisconsin,Democratic,47
2000,Bob Bennett,Utah,Republican,67
2000,Kay Bailey Hutchison,Texas,Republican,57
2000,Barbara Boxer,California,Democratic,60
2000,Fred Thompson,Tennessee,Republican,58
2000,Spencer Abraham,Michigan,Republican,48
2000,Rod Grams,Minnesota,Republican,52
2000,John Ashcroft,Missouri,Republican,58
2000,Ben Nighthorse Campbell,Colorado,Republican,67
2000,Bill Frist,Tennessee,Republican,48
2000,Rick Santorum,Pennsylvania,Republican,42
2000,Mike DeWine,Ohio,Republican,53
2000,Craig Thomas,Wyoming,Republican,67
2000,Jon Kyl,Arizona,Republican,58
2000,Olympia Snowe,Maine,Republican,53
2000,Sam Brownback,Kansas,Republican,44
2000,Tim Hutchinson,Arkansas,Republican,51
2000,Robert Torricelli,New Jersey,Democratic,49
2000,Max Cleland,Georgia,Democratic,58
2000,Wayne Allard,Colorado,Republican,57
2000,Gordon Smith,Oregon,Republican,48
2000,Chuck Hagel,Nebraska,Republican,54
2000,Mary Landrieu,Louisiana,Democratic,45
2000,Tim Johnson,South Dakota,Democratic,54
2000,Jeff Sessions,Alabama,Republican,54
2000,Mike Enzi,Wyoming,Republican,56
2000,Pat Roberts,Kansas,Republican,51
2000,Peter Fitzgerald,Illinois,Republican,40
2000,John Edwards (1999),North Carolina,Democratic,47
2000,Lincoln Chafee,Rhode Island,Republican,47
2000,Blanche Lincoln,Arkansas,Democratic,40
2000,Evan Bayh,Indiana,Democratic,45
2000,Jim Bunning,Kentucky,Republican,69
2000,George Voinovich,Ohio,Republican,64
2000,Zell Miller,Georgia,Democratic,68
2001,Robert C. Byrd,West Virginia,Democratic,84
2001,Ted Kennedy,Massachusetts,Democratic,69
2001,Daniel Inouye,Hawaii,Democratic,77
2001,Strom Thurmond,South Carolina,Republican,99
2001,Fritz Hollings,South Carolina,Democratic,79
2001,Ted Stevens,Alaska,Republican,78
2001,William V. Roth Jr.,Delaware,Republican,80
2001,Jesse Helms,North Carolina,Republican,80
2001,Pete Domenici,New Mexico,Republican,69
2001,Joe Biden,Delaware,Democratic,59
2001,Daniel Patrick Moynihan,New York,Democratic,74
2001,Paul Sarbanes,Maryland,Democratic,68
2001,Richard Lugar,Indiana,Republican,69
2001,Orrin Hatch,Utah,Republican,67
2001,Max Baucus,Montana,Democratic,60
2001,Thad Cochran,Mississippi,Republican,64
2001,John Warner,Virginia,Republican,74
2001,Carl Levin,Michigan,Democratic,67
2001,Frank Murkowski,Alaska,Republican,68
2001,Don Nickles,Oklahoma,Republican,53
2001,Arlen Specter,Pennsylvania,Republican,71
2001,Christopher Dodd,Connecticut,Democratic,57
2001,Frank Lautenberg,New Jersey,Democratic,77
2001,Jeff Bingaman,New Mexico,Democratic,58
2001,Phil Gramm,Texas,Republican,59
2001,John Kerry,Massachusetts,Democratic,58
2001,Tom Harkin,Iowa,Democratic,62
2001,Jay Rockefeller,West Virginia,Democratic,64
2001,Bob Graham,Florida,Democratic,65
2001,John Breaux,Louisiana,Democratic,57
2001,Tom Daschle,South Dakota,Democratic,54
2001,Kit Bond,Missouri,Republican,62
2001,Barbara Mikulski,Maryland,Democratic,65
2001,Harry Reid,Nevada,Democratic,62
2001,John McCain,Arizona,Republican,65
2001,Jim Jeffords,Vermont,Republican,67
2001,Chuck Robb,Virginia,Democratic,62
2001,Connie Mack III,Florida,Republican,61
2001,Bob Kerrey,Nebraska,Democratic,58
2001,Richard Bryan,Nevada,Democratic,64
2001,Joe Lieberman,Connecticut,Democratic,59
2001,Conrad Burns,Montana,Republican,66
2001,Trent Lott,Mississippi,Republican,60
2001,Herb Kohl,Wisconsin,Democratic,66
2001,Daniel Akaka,Hawaii,Democratic,77
2001,Paul Wellstone,Minnesota,Democratic,57
2001,Bob Smith,New Hampshire,Republican,60
2001,Larry Craig,Idaho,Republican,56
2001,Byron Dorgan,North Dakota,Democratic,59
2001,Judd Gregg,New Hampshire,Republican,54
2001,Russ Feingold,Wisconsin,Democratic,48
2001,Bob Bennett,Utah,Republican,68
2001,Kay Bailey Hutchison,Texas,Republican,58
2001,Barbara Boxer,California,Democratic,61
2001,Fred Thompson,Tennessee,Republican,59
2001,Spencer Abraham,Michigan,Republican,49
2001,Rod Grams,Minnesota,Republican,53
2001,John Ashcroft,Missouri,Republican,59
2001,Ben Nighthorse Campbell,Colorado,Republican,68
2001,Bill Frist,Tennessee,Republican,49
2001,Rick Santorum,Pennsylvania,Republican,43
2001,Mike DeWine,Ohio,Republican,54
2001,Craig Thomas,Wyoming,Republican,68
2001,Jon Kyl,Arizona,Republican,59
2001,Olympia Snowe,Maine,Republican,54
2001,Sam Brownback,Kansas,Republican,45
2001,Tim Hutchinson,Arkansas,Republican,52
2001,Robert Torricelli,New Jersey,Democratic,50
2001,Max Cleland,Georgia,Democratic,59
2001,Wayne Allard,Colorado,Republican,58
2001,Gordon Smith,Oregon,Republican,49
2001,Chuck Hagel,Nebraska,Republican,55
2001,Mary Landrieu,Louisiana,Democratic,46
2001,Tim Johnson,South Dakota,Democratic,55
2001,Jeff Sessions,Alabama,Republican,55
2001,Mike Enzi,Wyoming,Republican,57
2001,Pat Roberts,Kansas,Republican,52
2001,Peter Fitzgerald,Illinois,Republican,41
2001,John Edwards (1999),North Carolina,Democratic,48
2001,Lincoln Chafee,Rhode Island,Republican,48
2001,Blanche Lincoln,Arkansas,Democratic,41
2001,Evan Bayh,Indiana,Democratic,46
2001,Jim Bunning,Kentucky,Republican,70
2001,George Voinovich,Ohio,Republican,65
2001,Zell Miller,Georgia,Democratic,69
2001,Jean Carnahan,Missouri,Democratic,68
2001,Jon Corzine,New Jersey,Democratic,54
2001,Mark Dayton,Minnesota,Democratic,54
2001,Jim Jeffords,Vermont,Independent,67
2001,George Allen,Virginia,Republican,49
2001,Hillary Clinton,New York,Democratic,54
2001,John Ensign,Nevada,Republican,43
2001,Ben Nelson,Nebraska,Democratic,60
2001,Bill Nelson,Florida,Democratic,59
2002,Robert C. Byrd,West Virginia,Democratic,85
2002,Ted Kennedy,Massachusetts,Democratic,70
2002,Daniel Inouye,Hawaii,Democratic,78
2002,Strom Thurmond,South Carolina,Republican,100
2002,Fritz Hollings,South Carolina,Democratic,80
2002,Ted Stevens,Alaska,Republican,79
2002,Jesse Helms,North Carolina,Republican,81
2002,Pete Domenici,New Mexico,Republican,70
2002,Joe Biden,Delaware,Democratic,60
2002,Paul Sarbanes,Maryland,Democratic,69
2002,Richard Lugar,Indiana,Republican,70
2002,Orrin Hatch,Utah,Republican,68
2002,Max Baucus,Montana,Democratic,61
2002,Thad Cochran,Mississippi,Republican,65
2002,John Warner,Virginia,Republican,75
2002,Carl Levin,Michigan,Democratic,68
2002,Frank Murkowski,Alaska,Republican,69
2002,Don Nickles,Oklahoma,Republican,54
2002,Arlen Specter,Pennsylvania,Republican,72
2002,Christopher Dodd,Connecticut,Democratic,58
2002,Jeff Bingaman,New Mexico,Democratic,59
2002,Phil Gramm,Texas,Republican,60
2002,John Kerry,Massachusetts,Democratic,59
2002,Tom Harkin,Iowa,Democratic,63
2002,Jay Rockefeller,West Virginia,Democratic,65
2002,Bob Graham,Florida,Democratic,66
2002,John Breaux,Louisiana,Democratic,58
2002,Tom Daschle,South Dakota,Democratic,55
2002,Kit Bond,Missouri,Republican,63
2002,Barbara Mikulski,Maryland,Democratic,66
2002,Harry Reid,Nevada,Democratic,63
2002,John McCain,Arizona,Republican,66
2002,Joe Lieberman,Connecticut,Democratic,60
2002,Conrad Burns,Montana,Republican,67
2002,Trent Lott,Mississippi,Republican,61
2002,Herb Kohl,Wisconsin,Democratic,67
2002,Daniel Akaka,Hawaii,Democratic,78
2002,Paul Wellstone,Minnesota,Democratic,58
2002,Bob Smith,New Hampshire,Republican,61
2002,Larry Craig,Idaho,Republican,57
